,created_at,text,score
18,2017-01-25 21:41:09,"Third Bitcoin ETF Filed With SEC, but Will They Actually Become Reality? https://t.co/qaHsWoC9Uv  #bitcoin #fintech… https://t.co/XW1noeDQr2",0.10000000149011612
19,2017-01-26 16:07:30,"Stricter #Bitcoin Regulation, Ban on Mixers Recommended at Interpol, Europol Conference https://t.co/YFEQmwy7jU… https://t.co/Zmd0vornnT",0.5
20,2017-01-27 16:37:57,How Bitcoin Unlimited Users May End Up on Different Blockchains https://t.co/A5F2ZdXsH3 #bitcoin #blockchain… https://t.co/YejTJ2ys9O,0.4000000059604645
21,,1,0.0
22,,1,0.0
23,2017-01-30 11:11:31,シスコ、BNYメロン、ボッシュなど「IoT」への活用狙うブロックチェーンコンソーシアムを組成 - https://t.co/ScBggUxbWy #ビットコイン https://t.co/yySAyqeV4a,-0.5
24,2017-01-31 20:12:21,P2P Talent Marketplace ChronoBank Adds Changelly https://t.co/dVoiuc6U0k #P2P #Jobs @ChronobankNews #fintech https://t.co/m30yiaS84O,-0.20000000298023224
25,2017-02-01 18:42:06,Why Bitcoin Unlimited’s “Emergent Consensus” Is a Gamble https://t.co/vTdO6vlnoP #bitcoin #blockchain #technology https://t.co/wg1eZWC1CD,0.10000000149011612
26,2017-02-02 05:51:20,ビットコイン 今日の相場・戦略　2017年2月2日 - https://t.co/Ul4hl1fjnw #ビットコイン https://t.co/w1xd0VEUgD,-0.30000001192092896
27,2017-02-03 10:28:41,.@Daimler Financial Services Acquires #Bitcoin Operator PayCash Europe to Launch Mobility Service “#Mercedes Pay”… https://t.co/E4NVZZJCNZ,-0.4000000059604645
28,,1,0.0
29,,1,0.0
30,2017-02-06 21:42:11,Bitcoin Exempt from UAE Central Bank’s Ban on Virtual Currencies https://t.co/zUUaZotbaQ #bitcoin #fintech #UAE… https://t.co/WzGXsxnIMt,0.0
31,2017-02-07 17:38:27,".@Shoptalk, Shoptalk Final Agenda Released, Ticket Prices Go Up On Friday! Click here to get your ticket: https://t.co/owpVx5kZiU #fintech",0.4000000059604645
32,2017-02-08 11:46:20,Venezuela Seems to Be Cracking Down on Bitcoin https://t.co/cxidRWmlge #Bitcoin #Venezuela @CriptoNoticias… https://t.co/1UjPyHQOfk,0.4000000059604645
33,2017-02-09 01:15:45,"Bitfury, Republic of Georgia Push Ahead With #Blockchain Land-Titling Project https://t.co/VF8gKWC0v6 @BitFuryGroup… https://t.co/38Lh2rYPsj",0.0
34,2017-02-10 21:35:51,"Better Bitcoin Privacy, Scalability: Developers Making TumbleBit a Reality https://t.co/Qd4Jsu1KJa #bitcoin… https://t.co/ipDMXsyjCB",0.4000000059604645
35,2017-02-11 15:00:02,ICYMI: Capital Controls and Ponzi Schemes: How #Nigeria Is Discovering Bitcoin https://t.co/WNfu13aCcE #bitcoin https://t.co/8Nyh15wwRZ,0.0
36,2017-02-12 03:30:01,"ICYMI: Better Bitcoin Privacy, Scalability: Developers Making TumbleBit a Reality https://t.co/Qd4Jsu1KJa #bitcoin… https://t.co/EQ2OU07V9Y",0.4000000059604645
37,2017-02-13 21:17:30,Blockchain for Capital Markets: EquiChain Unveils Working Prototype https://t.co/jWMjQUIUKZ #blockchain #fintech… https://t.co/ULdhIDqLkE,0.10000000149011612
38,2017-02-14 20:06:00,Blockchain Association of Canada: A New Vision Beyond Bitcoin https://t.co/qOT9DSeDdK #blockchain #Canada #bitcoin… https://t.co/VtJ1moO7hK,0.0
39,2017-02-15 19:19:09,Op Ed: The Fourth Industrial Revolution: #Blockchain Tech and the Integration of Trust https://t.co/wqBtAGbAID… https://t.co/mrgzFkXNmp,0.10000000149011612
40,2017-02-16 20:56:34,How the Equihash Algorithm Could Democratize Zcash Mining https://t.co/fFLwR5ciBK @zcashco #mining #blockchain https://t.co/0K4JTaUFIM,-0.10000000149011612
41,2017-02-17 11:40:16,ビットコインのネットワークはどう進化しているのか - https://t.co/NxUQAwYbna #ビットコイン https://t.co/MRv614fCzX,-0.30000001192092896
42,,1,0.0
43,,1,0.0
44,2017-02-20 23:14:11,How the Latest COIN ETF Amendment Could Hurt Its Investors (and Perhaps Harm #Bitcoin Too) #etf #trading… https://t.co/LfJ4ovwlJB,0.0
45,2017-02-21 20:04:07,Blockchain Capital Lures #Bitcoin Analyst Away from Wall Street Firm https://t.co/ZoQSxqv6do #blockchain #fintech… https://t.co/2IhDtZEe4z,0.0
46,2017-02-22 02:55:11,Bitcoin Price Analysis: New Highs Are Nigh https://t.co/QCZXUcqM6a #bitcoin #bitcoinprice https://t.co/vLejyuwpDv,0.4000000059604645
47,2017-02-23 19:07:18,Danish Police Can Now Catch Criminals Who Used Bitcoin https://t.co/SgwKGBkVjY #bitcoin #DarkWeb #blockchain https://t.co/bMgb0AtVar,-0.5
48,2017-02-24 22:24:03,Using a Bitcoin Service? You May Need to Change Your Password (Now) https://t.co/9mZBpLz0SN #cloudflare #cloudbleed #bitcoin #Security,-0.20000000298023224
49,,1,0.0
50,2017-02-26 22:49:34,ICYMI: Bitcoin’s Capacity Increase from Segregated Witness Could Kick in Fast https://t.co/NstG9hXBzs #bitcoin… https://t.co/CgjUGJqm1O,0.30000001192092896
51,2017-02-27 00:10:36,ICYMI: #Bitcoin Price Analysis: New All-Time Highs Driven by USD Demand https://t.co/NKCJUL11Qa #bitcoinprice… https://t.co/ooYSGyQ22q,0.30000001192092896
52,2017-02-28 07:13:52,ビットコイン 今日の相場・戦略　2017年2月28日 - https://t.co/kIRlu68maB #ビットコイン https://t.co/6XrNK7nFRA,-0.30000001192092896
53,2017-03-01 22:44:51,"ICYMI: Bloq Acquires Skry, Supercharges #Blockchain Analytics With #AI and Machine Learning https://t.co/AjMZAmCbLE… https://t.co/vVROJpJUjh",0.30000001192092896
54,2017-03-02 14:19:06,AlphaPoint Completes #Blockchain Trial With Scotiabank https://t.co/w5HBZEKYz0 #fintech @AlphaPointLive @scotiabank https://t.co/jCxkVH6LZi,-0.10000000149011612
55,2017-03-03 19:35:06,Japanese Banks Plan to Make Payments Using @Ripple Blockchain https://t.co/dozo2W4gG4 #blockchain #fintech… https://t.co/YUFzOauuM3,0.0
56,2017-03-04 00:41:50,How Russia Plans to Boost Blockchain Development Now https://t.co/QF2al5rlW3 #russia #blockchain #fintech https://t.co/Q8mhQfBwnL,0.0
57,,1,0.0
58,2017-03-06 20:18:56,Circle Still Uses #Bitcoin — But Is Also Building on #Ethereum https://t.co/JkKfWRCLFk @circlepay #payments #fintech https://t.co/8M51qULtE1,0.30000001192092896
59,2017-03-07 16:42:16,New Regulatory Sandbox Could Boost #Blockchain Tech in Canada https://t.co/RcOP5HlmKa #canada #fintech… https://t.co/ZLOyG7dxXr,0.30000001192092896
60,2017-03-08 19:32:12,Can Ethereum Classic Classic Become Ethereum Classic’s Ethereum Classic? https://t.co/nfOBEkmpnZ #ethereum… https://t.co/ztzy62WwgG,0.30000001192092896
61,2017-03-09 13:30:02,ICYMI: Moscow Sees Bright Future for Infrastructure W/ #Blockchain https://t.co/4n7xDUbBdW #russia #infrastructure… https://t.co/pHo1wcNXbj,0.4000000059604645
62,2017-03-10 14:17:56,So...how are we all feeling today?https://t.co/CSKJdNeXJ5 #bitcoinetf #bitcoin https://t.co/sMw0GGBv6I,0.10000000149011612
63,2017-03-11 14:59:00,ICYMI: Bitcoin #Privacy for All: Breeze Wallet Is About to Bring TumbleBit to Life https://t.co/t71T7x5dKO #bitcoin… https://t.co/tuFUDzFVZo,0.0
64,,1,0.0
65,2017-03-13 21:59:00,ICYMI: Ireland Is Becoming a “Landing Spot” for #Blockchain Tech https://t.co/nf8tHWxqNv #ireland #bitcoin #fintech https://t.co/u8NMlfOAYT,0.0
66,2017-03-14 16:27:49,Fusing Blockchain and IoT: An Interview With Filament’s CEO https://t.co/xNzUfVN9QI #blockchain #iot #fintech… https://t.co/OpYvcv8ay4,0.0
67,2017-03-15 16:54:26,Qtum Reveals “Go-Mobile” Strategy for Smart Contracts and IoT https://t.co/KLnNKV8YBh @QtumOfficial #blockchain… https://t.co/cisFztXOGz,0.20000000298023224
68,2017-03-16 21:23:04,BABB Is Building a Mobile Bank on Blockchain Tech — But Sticking With Fiat https://t.co/QAx2TR5d5l #blockchain… https://t.co/2BMMDvo3PN,0.0
69,2017-03-17 16:38:36,"MIT Sloan CIO Symposium 2017. Theme - The CIO Adventure: Now, Next...Beyond. Join us on May 24, 2017, register at https://t.co/RbfYQLs695",0.30000001192092896
70,2017-03-18 14:32:00,Bitcoin Traders Report Some Bank Accounts Still Being Terminated https://t.co/BKxrCvEUct #bitcoin #banking… https://t.co/MQTUmD3oFt,0.0
71,,1,0.0
72,2017-03-20 22:36:29,Ether Price Analysis: Prepare for the Resistance https://t.co/3S7EI3nJRa #ethereum #price #blockchain #fintech… https://t.co/ME6N7HnXmr,0.4000000059604645
73,2017-03-21 19:18:03,Blockchain-Based Digital Ad Solution Hopes to Take a Bite Out of Fraud https://t.co/atBTQ32HQy #blockchain… https://t.co/aIqxAGLKRN,-0.30000001192092896
74,2017-03-22 21:40:01,ICYMI: @BitPay Has Studied #Bitcoin #Blockchain Alternatives: “None of Them Are Compelling” https://t.co/ff4LxEEFuI… https://t.co/qLLy7ru4H7,0.0
75,2017-03-23 21:45:02,"ICYMI: ""We“Desperately Need Balance of Power in the #Mining Space” https://t.co/n2KVWRcNbg #bitcoin… https://t.co/0zodeofRGI",-0.10000000149011612
76,2017-03-24 21:28:00,"ICYMI: LTB Podcast Network Acquired by BTC Media, Prepares for Relaunch https://t.co/y8Mnl6v1M9 #bitcoin… https://t.co/qgGUgZ9Sgp",0.10000000149011612
77,,1,0.0
78,,1,0.0
79,2017-03-27 21:51:00,ICYMI: How #Blockchain Tech Will Create a Distributed Future for the #Energy Sector https://t.co/jAvdPcUXYP… https://t.co/648mgMxt2B,0.0
80,2017-03-28 16:58:27,Ether Price Analysis: Miners Are Bullish — But Prepare for Pullback https://t.co/RenS9Zs7Mq #ethereum #price… https://t.co/rOaDks8ZN9,0.10000000149011612
81,2017-03-29 13:48:12,Bitcoin Unlimited Miners May Be Preparing a 51% Attack on Bitcoin https://t.co/eVDqx3lOvs #bitcoin… https://t.co/6B4mXpnz2K,0.20000000298023224
82,2017-03-30 13:40:23,RT @alt_bit_coins: Kenyan #fintech Innovators Benefit From Global Conference https://t.co/uu6ycXdAxM https://t.co/BPryFc0LGc,0.10000000149011612
83,2017-03-31 17:16:00,Democratizing Real Estate Investing With #Blockchain Technology https://t.co/CHpzfVxjkb #realestateinvesting… https://t.co/dJBXesfjjO,0.10000000149011612
84,2017-04-01 13:55:01,ICYMI: Blockchain Solutions Coming for U.S. Crude Oil Market https://t.co/r8oVvRDsYR #Oil #oilandgas #blockchain… https://t.co/eCm8ULMSZw,0.0
85,,1,0.0
86,2017-04-03 15:03:52,Meet ConnectBTC: Bitmain’s Newest #Bitcoin Mining Pool https://t.co/yFqAaUuAk6 #mining #blockchain @BITMAINtech https://t.co/Z7d8hwKy51,0.5
87,2017-04-04 16:35:03,BitPay CEO Stephen Pair: Bitcoin Unlimited Would Materially Degrade the Network https://t.co/lh35Azik5T #bitcoin… https://t.co/nENE2kTgUK,0.30000001192092896
88,2017-04-05 13:58:43,Blockchain and Space-based “Digital Twin” of Earth Offer Insights and Web Connectivity https://t.co/5vU29jdXKn… https://t.co/QBFlHCLOrN,0.0
89,2017-04-06 19:57:28,Blockchain Proponent and Economist Hernando de Soto Honored With Global Award https://t.co/EVDDZFivsv #blockchain… https://t.co/kRElLsvkwQ,0.10000000149011612
90,2017-04-07 23:03:46,ETH Price Analysis: A Likely Continuation of Bearish Sentiment https://t.co/VUMTP5sJM7 #ethereum #etherprice… https://t.co/ezQ2LytV5L,0.30000001192092896
91,,1,0.0
92,,1,0.0
93,2017-04-10 21:19:00,ICYMI: #Bitcoin Mainly Used as Speculative Investment in Southeast Asia https://t.co/L7W0CNy19E  #blockchain… https://t.co/BtjHoBOdoL,0.0
94,2017-04-11 21:56:11,"Breaking Down Bitcoin's ""AsicBoost Scandal"" https://t.co/rarENNfAfV #bitcoin #segwit #BitcoinUnlimited #Blockchain https://t.co/L9Nsm9j46Y",0.10000000149011612
95,2017-04-12 13:00:02,ICYMI: Wyre Pivoted Away from Consumer #Bitcoin Payments: “It Didn’t Work” https://t.co/XD7TRbGU61 #payments… https://t.co/6w0qlgO4bZ,-0.4000000059604645
96,2017-04-13 15:04:17,Thursday's Ether Price Analysis: Bullish Momentum Continues https://t.co/8GYff2vCr2 #ethereum #price #trading https://t.co/XK9ODdOMah,-0.10000000149011612
97,2017-04-14 21:41:01,ICYMI: Breaking Down Bitcoin’s “AsicBoost Scandal”: Some Solutions https://t.co/Ufx7ml5nqD #bitcoin #mining… https://t.co/OQqTgLy7U5,0.20000000298023224
98,2017-04-15 15:08:35,【速報】国産モナーコイン、SegWit可決　世界初 - https://t.co/7jKuxuGbDT #ビットコイン https://t.co/GfNOHeRVYL,-0.20000000298023224
99,,1,0.0
100,2017-04-17 17:45:29,Innovation Percolates When #Coffee Meets the #Blockchain https://t.co/gf54c0d7gL #innovation #fintech #supplychain… https://t.co/fMzDW41VBK,0.4000000059604645
101,2017-04-18 18:51:12,"Dubai's Global Blockchain Council Combats ""Conflict Diamond"" Trading https://t.co/TlUTBAXnId #blockchain #dubai… https://t.co/kufv1UKcSE",0.0
102,2017-04-19 07:32:18,ビットコイン 今日の相場・戦略　2017年4月19日 - https://t.co/nnKZgigKvl #ビットコイン https://t.co/eKu8ZmIVLA,0.0
103,2017-04-20 21:45:00,ICYMI: How #Bitcoin Extension Blocks Are Backward Compatible - and How They Re Not https://t.co/BzXtvqQ7Fh #segwit… https://t.co/MZxi7VnA15,-0.30000001192092896
104,2017-04-21 21:52:00,Making the Case for #Bitcoin as Legal Property https://t.co/IlK52JKlPo #regulation #fintech #blockchain,0.10000000149011612
105,2017-04-22 13:00:00,"ICYMI: #Bitcoin Powered Mobile App @BitMakerApp Has Quietly Amassed 250,000 Active Users https://t.co/I2Jog7McS0 #fintech #mobileapps",0.800000011920929
106,2017-04-23 23:07:35,Bitcoin Core 0.14.1: SegWit Signalling and Memory Accountinghttps://t.co/hratQtdsVC #bitcoin #segwit https://t.co/eHNOFr8iW5,0.10000000149011612
107,2017-04-24 15:37:03,"U.K.’s Royal Mint, the Blockchain and Gold: A Look Ahead https://t.co/KTrmbFX0Yc #bitcoin @BitGo #blockchain #fintech",0.6000000238418579
108,2017-04-25 21:26:07,Malta Rolls Out Ambitious Strategy for #Blockchain Technology https://t.co/IwAinqwyLt #malta #fintech #investment,0.20000000298023224
109,2017-04-26 14:46:22,Bitcoin Price Analysis: Is a $1700 Target in Sight? https://t.co/RLS53WPSzp #bitcoin #price #ETF,0.10000000149011612
110,2017-04-27 12:15:01,ICYMI: #Bitmain Can Remotely Shut Down Your #Antminer (and Everyone Else's) https://t.co/UnpmTC3Nt2 #bitcoin #mining #security #antbleed,-0.699999988079071
111,2017-04-28 14:04:43,Ether Price Analysis: Rising Bitcoin Tide Lifts ETH to New Target Highs https://t.co/GCWyfrIo8a #ethereum #ether #bitcoin #trading,0.5
112,2017-04-29 13:59:19,Kick back and catch up on this week's #bitcoin &amp; #blockchain news - Happy Saturday! https://t.co/1BM543nZ9M,0.4000000059604645
113,,1,0.0
114,2017-05-01 21:17:01,Monday's Bitcoin Price Analysis: Keeping Grounded as Price Skyrocketshttps://t.co/Y1ecqBLqX3 #bitcoin #bitcoinprice #trading,0.699999988079071
115,2017-05-02 00:35:49,Keep an Eye on Hangzhou: A Growing Hub for #Blockchain Development https://t.co/V7lWssjb5c #china #bitcoin #fintech,0.10000000149011612
116,2017-05-03 19:54:18,Last week's #Bitcoin Price Analysis: Is a $1700 Target in Sight? (Looking good...)https://t.co/RLS53WPSzp,0.5
117,2017-05-04 21:10:01,The Lost Records of Shantou: A Case for #Blockchain Tokenization https://t.co/IOxQ2Rnj7z #token #property #china,-0.5
118,2017-05-05 20:02:35,Innogy Charges Up New Electric Car Fleet Using #Ethereum https://t.co/w7NpzUVhQv @innogy #blockchain #fintech #ElectricCar,0.30000001192092896
119,2017-05-06 13:22:01,ICYMI: Innogy Charges Up New Electric Car Fleet Using #Ethereum https://t.co/w7NpzUVhQv @innogy #blockchain #fintech #ElectricCar,0.4000000059604645
120,,1,0.0
121,2017-05-08 18:48:02,This #Blockchain Startup is Taking Aim at “Fake News” https://t.co/R4G1HT20Ds #fakenews #startups @userfeeds,-0.8999999761581421
122,2017-05-09 14:46:30,Bitcoin Price Analysis: $1700 and Rising (But So Are Fees) https://t.co/J8NjM5mUzb #bitcoin #bitcoinprice #trading,0.20000000298023224
123,2017-05-10 22:28:26,Litecoin Has Now Deployed Segregated Witness https://t.co/RbyKN8bp9E #litecoin #SEGWIT #blockchain #Bitcoin @SatoshiLite,0.20000000298023224
124,2017-05-11 12:49:01,ICYMI: Litecoin Has Now Deployed Segregated Witness https://t.co/RbyKN8bp9E #litecoin #SEGWIT #blockchain #Bitcoin @SatoshiLite,0.20000000298023224
125,2017-05-12 13:25:51,Ether Price Analysis: Bullish Outlook Continues As Resistance Levels Hold https://t.co/ZLFCi9OupI #ether #Ethereum #blockchain #FinTech,0.6000000238418579
126,2017-05-13 14:17:02,This Week on @TheLTBNetwork -More Mainstream UseCases Needed to Secure #Bitcoin's Legitimacy https://t.co/SxjYurNR1d #Ransomware #Security,0.6000000238418579
127,,1,0.0
128,2017-05-15 16:54:29,#Palestine May Launch Its Own Cryptocurrency as Sovereign Legal Tender https://t.co/juMrvM0ikn  #Israel #cryptocurrency  #blockchain,0.20000000298023224
129,2017-05-16 22:09:20,Four Quick Questions and Answers About Ransomware and #Bitcoin https://t.co/WTjhwBxJPt #WannaCry #wannacrypt https://t.co/ObFVYO5UA5,0.8999999761581421
130,2017-05-17 21:37:00,ICYMI: Norwegian Bank Grants Access to #Bitcoin Investments Through Online Banking https://t.co/NUbU8NWJON #norway #cryptocurrency #fintech,0.20000000298023224
131,2017-05-18 08:11:21,ビットコイン 今日の相場・戦略　2017年5月18日 - https://t.co/v81OZKEMM6 #ビットコイン https://t.co/Pwji1ILzYC,-0.10000000149011612
132,2017-05-19 00:43:25,Bitmain May Be Infringing on the AsicBoost Patent After All https://t.co/i46E5pKlOG #bitcoin #mining #ASICBOOST #blockchain,-0.10000000149011612
133,2017-05-20 13:22:00,University Student Involvement Supports Australia’s Booming #Blockchain Community https://t.co/Eh4ZF9rhHN… https://t.co/Uz5bwqoFqW,0.10000000149011612
134,2017-05-21 17:06:05,Trending now: From the archives - Ross Ulbricht Reflects on Life in Prison; New Proof of Evidence-Tampering https://t.co/s1bDuXGLLF #Bitcoin,0.4000000059604645
135,2017-05-22 21:26:30,Op Ed: How One Investor Is Riding the #Cryptocurrency Token Wave https://t.co/O8eBATM3ew #blockchain @blockchaincap… https://t.co/23DmNHhGQ7,0.0
136,2017-05-23 12:33:01,ShapeShift Introduces Prism's Trustless #Crypto Asset Portfolios https://t.co/RGSWFSxP1I @ShapeShift_io #prism… https://t.co/HgFCUkDmTH,0.0
137,2017-05-24 21:15:01,Qtum’s Block Size Limit Will Be Governed by Smart Contracts: Here’s How https://t.co/I3EtJXppQM @QtumOfficial… https://t.co/at0NaIvfcv,-0.10000000149011612
138,2017-05-25 19:42:28,Social Messaging App @Kik Will Bring #Crypto Tokens to Teen Market https://t.co/YDPEq9tkT2 #cryptocurrencies… https://t.co/LaeL3fK97W,0.20000000298023224
139,2017-05-26 20:34:55,Vinny Lingham Embarks on #Identity Management Quest With Civic @civickey https://t.co/uDHV1p6klj #security… https://t.co/sW8ty5yFql,0.10000000149011612
140,,1,0.0
141,,1,0.0
142,2017-05-29 19:51:24,Bolivian Authorities Arrest 60 ‘Cryptocurrency Promoters’ https://t.co/AvXf6VcMKQ #bolivia #bitcoin #cryptocurrency… https://t.co/dhPLDoDE5Q,0.0
143,2017-05-30 18:37:12,How to Hold Bitcoin in an IRA and Why It’s Still Not Easy https://t.co/hyfhiTOwky #bitcoin #fintech #investing,-0.4000000059604645
144,2017-05-31 18:17:08,A Bitcoin Beginner’s Guide to Surviving the BIP 148 UASF https://t.co/pkcByaoezp #UASF #blockchain #bitcoin #cryptocurrencies,0.6000000238418579
145,2017-06-01 15:13:48,Bitcoin Price Analysis: Best Month Finishes With Potential for Bigger Highs (and Lows) https://t.co/Fw6CSFykmH #bitcoin #bitcoinprice,0.8999999761581421
146,2017-06-02 21:09:38,"ICYMI: Survey: Malaysians Warm Up to Cryptocurrencies, #Bitcoin Remains Favorite https://t.co/hBEiCus0gR #cryptocurrency #Malaysia #fintech",0.800000011920929
147,2017-06-03 00:07:11,This Month on Bitcoin Magazine: Welcome to the Age of ICOs https://t.co/A3nEIXMowr  #ICO #ethereum #bitcoin #qtum #blockchain #investing,0.699999988079071
148,,1,0.0
149,2017-06-05 13:56:22,Check out our latest cover story: Welcome to the Age of #ICOs https://t.co/A3nEIXMowr #bitcoin #blockchain #investing #cryptocurrencies,0.5
150,2017-06-06 04:01:54,Price Analysis: #Cryptocurrencies Hit $100 Billion Market Cap as #Bitcoin Reaches for New Highs https://t.co/IZBPUxLevP #trading,0.699999988079071
151,2017-06-07 21:14:17,Watch: How #Blockchain Tech Can Go Mainstream: MoneyConf Madrid 2017 https://t.co/xdjJ511BVV #moneyconf2017 #fintech @jonmatonis,0.0
152,2017-06-08 21:12:27,"Interview: Vitalik Buterin on Scaling #Ethereum, Its Popularity in Asia and ICOs https://t.co/fKzP0pSHje… https://t.co/SVyYcSyc4k",0.0
153,2017-06-09 12:25:52,"ICYMI: Interview w/ Vitalik Buterin on Scaling #Ethereum, Its Popularity in Asia and ICOs https://t.co/fKzP0pSHje… https://t.co/SX9M6hwr5l",0.0
154,2017-06-10 12:55:38,"Coin Center to Congress: Give Blockchain Developers ""Safe Harbor"" https://t.co/dbyNchdfbA #bitcoin #blockchain",0.0
155,,1,0.0
156,2017-06-12 15:25:33,"""The Future Is Here"": Singapore Tokenizes Fiat Currency on the Blockchain https://t.co/VCZ23NKY84 #Singapore #blockchain #fintech",0.10000000149011612
157,2017-06-13 19:10:44,Nevada Takes a Chance on Pro-Blockchain Legislation https://t.co/lm25CjvNvv #blockchain #Nevada #regulation #bitcoin #tech #cryptocurrency,0.0
158,2017-06-14 17:09:54,Could #Switzerland Become Home to First-Ever Crypto ETF? https://t.co/qZD5Cy21jn #ETFs #cryptocurrency #bitcoin #ether #Litecoin #fintech,0.20000000298023224
159,2017-06-15 14:14:34,ICYMI: Bitmain Responds to #UASF With Another Bitcoin Hard Fork Announcement https://t.co/b9SOSU6C8F #bitmain #bitcoin #blockchain,0.0
160,2017-06-16 22:01:08,Ether Price Analysis: Price Movement Shows Strong Market Value https://t.co/sKtlUzVLac #Ethereum $ETHUSD #cryptocurrencies #trading,0.699999988079071
161,,1,0.0
162,,1,0.0
163,2017-06-19 19:43:50,Project TITANIUM: The EU’s Plan to Decloak Cryptocurrency https://t.co/fv046Myxhp #titanium #cryptocurrencies #bitcoin #privacy,0.30000001192092896
164,2017-06-20 23:09:27,RT @_poetproject: We're happy to announce our integration with @btcmediaorg a leader in both the Digital Media &amp; Bitcoin industries https:/…,0.4000000059604645
165,2017-06-21 15:19:14,(Sponsored) @BitKanOfficial Meetup Highlights #OTC Trading in China: https://t.co/zNoEoxctZC,0.0
166,2017-06-22 16:05:18,Cambodian Central Bank Is Trialing #Blockchain Technology https://t.co/penMvtfMuQ #Banking #cambodia #canada,0.0
167,2017-06-23 02:11:48,"Antshares Rebrands, Introduces NEO and the New Smart Economy https://t.co/djBfzYr5o6 @antshares $ans #blockchain #China #fintech @Microsoft",0.30000001192092896
168,,1,0.0
169,2017-06-25 05:25:49,Infographics: Timeline History of Bitcoin Scalability Debate(English ver) - https://t.co/ILFaRcWgrV #ビットコイン https://t.co/jcCP3eemZa,-0.10000000149011612
170,2017-06-26 15:38:52,"RT @DistLedger: On July 24, lead the conversation on blockchain innovation for global payments, insurance services and supply chain: https:…",0.30000001192092896
171,2017-06-27 13:37:06,Bitcoin Price Analysis: Bear Run Shows No Decrease in Momentum https://t.co/zidejqGXvg #bitcoin #price #investing $btcusd,0.699999988079071
172,2017-06-28 15:27:02,"RT @DistLedger: Read part one in our series on driving the future of blockchains, shifting from cars to supercomputers: https://t.co/RAdqrY…",0.0
173,2017-06-29 01:21:44,RT @Hyperledger: Join us at Distributed Trade in St. Louis on 7/24. @brianbehlendorf will be speaking! https://t.co/ZoJFg4tE5L,0.10000000149011612
174,2017-06-30 21:55:04,How a #Bitcoin Whitehat Hacker Helped the FBI Catch a Murderer https://t.co/5DVRAkEAx9 #whitehat,0.699999988079071
175,,1,0.0
176,,1,0.0
177,2017-07-03 18:54:19,Countdown to SegWit: These Are the Dates to Keep an Eye On https://t.co/PpbhzaeOPN #bitcoin #segwit #segwit2x #blockchain,0.4000000059604645
178,2017-07-04 13:21:56,Our new cover story: Countdown to #SegWit: These Are the Dates to Keep an Eye On by @AaronvanW https://t.co/PpbhzaeOPN #bitcoin #segwit2x,0.4000000059604645
179,2017-07-05 15:19:33,RT @DistLedger: Here's a preview of what to expect during a Distributed: #Trade panel on #food #supplychain: https://t.co/Dbv2hp9iZN Get yo…,0.4000000059604645
